,h1,art,price,price2,gold,gold2,weight,gems,gems2,url,d1,d0
0,Золотое кольцо «Бриллианты Якутии»,Артикул: 165495,4990₽,24950₽,"Артикул: 165495;Кольцо «Бриллианты Якутии» с 21 бриллиантом, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б; 
Розовое золото 585 пробы;Вес изделия: 0.52г;Кольцо «Бриллианты Якутии» с 21 бриллиантом, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б; 
Розовое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_165495.html,3101-K5R-04&РОССИЯ&Розовое золото&Бриллиант&0.52 г,Бриллианты Якутии&Бриллианты Якутии
1,Золотое кольцо «Бриллианты Якутии»,Артикул: 146537,11990₽,39967₽,"Артикул: 146537;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 5, чистота 7, тип огранки А; 
Розовое золото 585 пробы;Вес изделия: 1.23г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 5, чистота 7, тип огранки А; 
Розовое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_146537.html,70669-K5R-01&РОССИЯ&Розовое золото&Бриллиант&1.23 г,Бриллианты Якутии&Бриллианты Якутии
2,Золотое кольцо «Бриллианты Якутии»,Артикул: 57830,19990₽,66633₽,"Артикул: 57830;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А, 6 бриллиантами, огранка круг 57 граней, 0.11 карат, цвет 3, чистота 6, тип огранки А, 20 бриллиантами, огранка круг 17 граней, 0.06 карат, цвет 2, чистота 2, тип огранки Б; 
Розовое золото 585 пробы

Бриллианты Якутии - это всемирно признанное эталонное качество бриллиантов в ювелирном мире. 
Сейчас большое количество стран занимаются добычей алмазов, но только несколько месторождений признаны исключительными с точки зрения качества сырья и, конечно, якутские алмазные месторождения в этом списке в первых строках.
Каждое украшение проходит самый строгий контроль на соответствие мировым стандартам качества: от процесса отбора камней и благородных металлов до выпуска готового изделия в свет.;Вес изделия: 1.76г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А, 6 бриллиантами, огранка круг 57 граней, 0.11 карат, цвет 3, чистота 6, тип огранки А, 20 бриллиантами, огранка круг 17 граней, 0.06 карат, цвет 2, чистота 2, тип огранки Б; 
Розовое золото 585 пробы;Бриллианты Якутии - это всемирно признанное эталонное качество бриллиантов в ювелирном мире. 
Сейчас большое количество стран занимаются добычей алмазов, но только несколько месторождений признаны исключительными с точки зрения качества сырья и, конечно, якутские алмазные месторождения в этом списке в первых строках.
Каждое украшение проходит самый строгий контроль на соответствие мировым стандартам качества: от процесса отбора камней и благородных металлов до выпуска готового изделия в свет.",,,,,https://sunlight.net//catalog/ring_57830.html,0490-K5R-02&РОССИЯ&Розовое золото&Бриллиант&1.76 г,Бриллианты Якутии&Бриллианты Якутии
3,Золотое кольцо «Бриллианты Якутии»,Артикул: 47720,10990₽,36633₽,"Артикул: 47720;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Розовое золото 585 пробы;Вес изделия: 1.2г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Розовое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_47720.html,"0496-K5R-01&РОССИЯ&Розовое золото&Бриллиант&1,2 мм&1.2 г",Бриллианты Якутии&Бриллианты Якутии
4,Золотое кольцо с бриллиантами,Артикул: 108790,9990₽,33300₽,"Артикул: 108790;Кольцо с 55 бриллиантами, огранка круг 17 граней, 0.14 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 1.18г;Кольцо с 55 бриллиантами, огранка круг 17 граней, 0.14 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net//catalog/ring_108790.html,70521-K5R-01&РОССИЯ&Розовое золото&Бриллиант&1.18 г,Бриллианты Якутии&Бриллианты. Классика
5,Золотое кольцо «Бриллианты Якутии»,Артикул: 109474,4990₽,24950₽,"Артикул: 109474;Кольцо «Бриллианты Якутии» с 21 бриллиантом, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б; 
Белое золото 585 пробы;Вес изделия: 0.51г;Кольцо «Бриллианты Якутии» с 21 бриллиантом, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б; 
Белое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_109474.html,"3101-K5W-04&РОССИЯ&Белое золото&Бриллиант&3,9 мм&0.51 г",Бриллианты Якутии&Бриллианты Якутии
6,Золотое кольцо с гранатом и бриллиантами,Артикул: 108796,7490₽,37450₽,"Артикул: 108796;Кольцо с 3 бриллиантами, огранка круг 17 граней, 0.02 карат, цвет 2, чистота 2, тип огранки Б;
1 гранатом, 0.39 карат, тип огранки Б;    
Розовое золото 585 пробы.

Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.;Вес изделия: 1.13г;Кольцо с 3 бриллиантами, огранка круг 17 граней, 0.02 карат, цвет 2, чистота 2, тип огранки Б;
1 гранатом, 0.39 карат, тип огранки Б;    
Розовое золото 585 пробы.;Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.",,,,,https://sunlight.net//catalog/ring_108796.html,70536-K5R-01&РОССИЯ&Розовое золото&Бриллиант; Гранат&1.13 г,SERGEY GRIBNYAKOV&ГРАНАТЫ
7,Золотое кольцо «Бриллианты Якутии»,Артикул: 152015,4990₽,24950₽,"Артикул: 152015;Кольцо «Бриллианты Якутии» с 21 бриллиантом, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б; 
Желтое золото 585 пробы;Вес изделия: 0.51г;Кольцо «Бриллианты Якутии» с 21 бриллиантом, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б; 
Желтое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_152015.html,3101-K5Y-04&РОССИЯ&Желтое золото&Бриллиант&0.51 г,Бриллианты Якутии&Бриллианты Якутии
8,Золотое кольцо «Бриллианты Якутии»,Артикул: 56703,19990₽,66633₽,"Артикул: 56703;Кольцо «Бриллианты Якутии» с 16 бриллиантами, огранка круг 17 граней, 0.05 карат, цвет 2, чистота 2, тип огранки Б, 6 бриллиантами, огранка круг 57 граней, 0.12 карат, цвет 3, чистота 6, тип огранки А, 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы;Вес изделия: 1.65г;Кольцо «Бриллианты Якутии» с 16 бриллиантами, огранка круг 17 граней, 0.05 карат, цвет 2, чистота 2, тип огранки Б, 6 бриллиантами, огранка круг 57 граней, 0.12 карат, цвет 3, чистота 6, тип огранки А, 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_56703.html,"0490-K5W-02&РОССИЯ&Белое золото&Бриллиант&1,8 мм&1.65 г",Бриллианты Якутии&Бриллианты Якутии
9,Золотое кольцо «Бриллианты Якутии»,Артикул: 48271,10990₽,36633₽,"Артикул: 48271;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы;Вес изделия: 1.08г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_48271.html,0496-K5W-01&РОССИЯ&Белое золото&Бриллиант&1.08 г,Бриллианты Якутии&Бриллианты Якутии
10,Золотые серьги с гранатом и бриллиантами,Артикул: 108798,13490₽,67450₽,"Артикул: 108798;Серьги с 6 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
2 гранатами, 0.99 карат, тип огранки Б;    
Розовое золото 585 пробы.

Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.;Вес изделия: 2.33г;Серьги с 6 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
2 гранатами, 0.99 карат, тип огранки Б;    
Розовое золото 585 пробы.;Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.",,,,,https://sunlight.net//catalog/earring_108798.html,70536-C5R-01&РОССИЯ&Розовое золото&Бриллиант; Гранат&2.33 г,SERGEY GRIBNYAKOV&ГРАНАТЫ
11,Золотое кольцо с бриллиантами,Артикул: 238293,21990₽,73300₽,"Артикул: 238293;Кольцо с 1 бриллиантом, огранка круг 57 граней, 0.02 карат, цвет 3, чистота 6, тип огранки А, 30 бриллиантами, огранка круг 17 граней, 0.12 карат, цвет 2, чистота 2, тип огранки Б;    
 585 пробы.

Мужская печатка — дополняющий аксессуар, знак престижа и статуса. Она может быть атрибутами стиля, социального положения и благосостояния. Более того, именно такой вариант кольца добавляет образу мужественности. Стиль кольца должен гармонировать с образом, вписываться в него. Покупая свою первую печатку, лучше остановиться на простом, более классическом варианте. Строгая геометрическая форма одинаково хорошо будет сочетаться и с деловым костюмом, и с фраком, и со спортивной одеждой.;Вес изделия: 2.47г;Кольцо с 1 бриллиантом, огранка круг 57 граней, 0.02 карат, цвет 3, чистота 6, тип огранки А, 30 бриллиантами, огранка круг 17 граней, 0.12 карат, цвет 2, чистота 2, тип огранки Б;    
 585 пробы.;Мужская печатка — дополняющий аксессуар, знак престижа и статуса. Она может быть атрибутами стиля, социального положения и благосостояния. Более того, именно такой вариант кольца добавляет образу мужественности. Стиль кольца должен гармонировать с образом, вписываться в него. Покупая свою первую печатку, лучше остановиться на простом, более классическом варианте. Строгая геометрическая форма одинаково хорошо будет сочетаться и с деловым костюмом, и с фраком, и со спортивной одеждой.",,,,,https://sunlight.net//catalog/ring_238293.html,71409-K5M-01&РОССИЯ&Розовое золото&Бриллиант&2.47 г,Бриллианты Якутии
12,Золотое кольцо с топазами и бриллиантами,Артикул: 283369,9990₽,33300₽,"Артикул: 283369;Кольцо с 18 бриллиантами, огранка круг 17 граней, 0.08 карат, цвет 2, чистота 2, тип огранки Б;
1 топазом синим, 0.49 карат, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 1.57г;Кольцо с 18 бриллиантами, огранка круг 17 граней, 0.08 карат, цвет 2, чистота 2, тип огранки Б;
1 топазом синим, 0.49 карат, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net//catalog/ring_283369.html,71733-K5R-01&РОССИЯ&Розовое золото&Бриллиант; Топаз&1.57 г,SERGEY GRIBNYAKOV&ЗОЛОТО. ТОПАЗЫ
13,Золотое кольцо «Бриллианты Якутии»,Артикул: 69240,19990₽,66633₽,"Артикул: 69240;Кольцо «Бриллианты Якутии» с 5 бриллиантами, огранка круг 57 граней, 0.14 карат, цвет 4, чистота 6, тип огранки А; 
Белое золото 585 пробы;Вес изделия: 1.25г;Кольцо «Бриллианты Якутии» с 5 бриллиантами, огранка круг 57 граней, 0.14 карат, цвет 4, чистота 6, тип огранки А; 
Белое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_69240.html,"3547-K5W-01&РОССИЯ&Белое золото&Бриллиант&1,1 мм&1.25 г",Бриллианты Якутии&Бриллианты Якутии
14,Золотое кольцо с сапфирами и бриллиантами,Артикул: 56676,11990₽,59950₽,"Артикул: 56676;Кольцо с 19 бриллиантами, огранка круг 17 граней, 0.03 карат, цвет 2, чистота 2, тип огранки Б;
7 сапфирами, 0.20 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.

Элегантная классика в новом прочтении. Кольцо выполнено из белого золота с бриллиантами и сапфирами. Визуальный объем кольцу придают легкие, воздушные пересекающиеся линии.;Вес изделия: 1.48г;Кольцо с 19 бриллиантами, огранка круг 17 граней, 0.03 карат, цвет 2, чистота 2, тип огранки Б;
7 сапфирами, 0.20 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.;Элегантная классика в новом прочтении. Кольцо выполнено из белого золота с бриллиантами и сапфирами. Визуальный объем кольцу придают легкие, воздушные пересекающиеся линии.",,,,,https://sunlight.net//catalog/ring_56676.html,1783-K5W-12&РОССИЯ&Белое золото&Бриллиант; Сапфир&1.48 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
15,Золотые серьги «Бриллианты Якутии»,Артикул: 48270,17990₽,59967₽,"Артикул: 48270;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.11 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы;Вес изделия: 1.37г;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.11 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы",,,,,https://sunlight.net//catalog/earring_48270.html,0496-C5W-01&РОССИЯ&Белое золото&Бриллиант&1.37 г,Бриллианты Якутии&Бриллианты Якутии
16,Золотые серьги «Бриллианты Якутии»,Артикул: 47719,17990₽,59967₽,"Артикул: 47719;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.11 карат, цвет 3, чистота 6, тип огранки А; 
Розовое золото 585 пробы;Вес изделия: 1.34г;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.11 карат, цвет 3, чистота 6, тип огранки А; 
Розовое золото 585 пробы",,,,,https://sunlight.net//catalog/earring_47719.html,0496-C5R-01&РОССИЯ&Розовое золото&Бриллиант&1.34 г,Бриллианты Якутии&Бриллианты Якутии
17,Золотое кольцо «Бриллианты Якутии»,Артикул: 100269,31990₽,106633₽,"Артикул: 100269;Кольцо «Бриллианты Якутии» с 20 бриллиантами, огранка круг 57 граней, 0.06 карат, цвет 3, чистота 6, тип огранки А, 1 бриллиантом, огранка круг 57 граней, 0.15 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы;Вес изделия: 1.94г;Кольцо «Бриллианты Якутии» с 20 бриллиантами, огранка круг 57 граней, 0.06 карат, цвет 3, чистота 6, тип огранки А, 1 бриллиантом, огранка круг 57 граней, 0.15 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_100269.html,"70332-K5W-01&РОССИЯ&Белое золото&Бриллиант&1,3 мм&1.94 г",Бриллианты Якутии&Бриллианты Якутии
18,Золотое кольцо с бриллиантами,Артикул: 234085,17990₽,59967₽,"Артикул: 234085;Кольцо с 42 бриллиантами, огранка круг 17 граней, 0.12 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 1.63г;Кольцо с 42 бриллиантами, огранка круг 17 граней, 0.12 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net//catalog/ring_234085.html,70771-K5R-01&РОССИЯ&Розовое золото&Бриллиант&1.63 г,Бриллианты Якутии&Бриллианты. Классика
19,Золотые серьги с бриллиантами,Артикул: 146521,27990₽,93300₽,"Артикул: 146521;Серьги с 64 бриллиантами, огранка круг 17 граней, 0.22 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 2.91г;Серьги с 64 бриллиантами, огранка круг 17 граней, 0.22 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net//catalog/earring_146521.html,70771-C5R-01&РОССИЯ&Розовое золото&Бриллиант&2.91 г,Бриллианты Якутии&Бриллианты. Классика
20,Золотые серьги с сапфирами и бриллиантами,Артикул: 56677,12990₽,64950₽,"Артикул: 56677;Серьги с 18 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
6 сапфирами, 0.17 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.

Элегантная классика в новом прочтении. Серьги выполнены из белого золота с бриллиантами и сапфирами. Визуальный объем серьгам придают легкие, воздушные пересекающиеся линии.Занижение штифта у серег способствует наиболее комфортной посадке на мочке уха.;Вес изделия: 1.74г;Серьги с 18 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
6 сапфирами, 0.17 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.;Элегантная классика в новом прочтении. Серьги выполнены из белого золота с бриллиантами и сапфирами. Визуальный объем серьгам придают легкие, воздушные пересекающиеся линии.Занижение штифта у серег способствует наиболее комфортной посадке на мочке уха.",,,,,https://sunlight.net//catalog/earring_56677.html,1783-C5W-12&РОССИЯ&Белое золото&Бриллиант; Сапфир&1.74 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
21,Золотые серьги «Бриллианты Якутии»,Артикул: 146538,24990₽,83300₽,"Артикул: 146538;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.16 карат, цвет 5, чистота 7, тип огранки А; 
Розовое золото 585 пробы;Вес изделия: 2.38г;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.16 карат, цвет 5, чистота 7, тип огранки А; 
Розовое золото 585 пробы",,,,,https://sunlight.net//catalog/earring_146538.html,70669-C5R-01&РОССИЯ&Розовое золото&Бриллиант&2.38 г,Бриллианты Якутии&Бриллианты Якутии
22,Золотое кольцо «Бриллианты Якутии»,Артикул: 61080,19990₽,66633₽,"Артикул: 61080;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А, 6 бриллиантами, огранка круг 57 граней, 0.12 карат, цвет 3, чистота 6, тип огранки А, 20 бриллиантами, огранка круг 17 граней, 0.06 карат, цвет 2, чистота 2, тип огранки Б; 
Желтое золото 585 пробы;Вес изделия: 1.81г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А, 6 бриллиантами, огранка круг 57 граней, 0.12 карат, цвет 3, чистота 6, тип огранки А, 20 бриллиантами, огранка круг 17 граней, 0.06 карат, цвет 2, чистота 2, тип огранки Б; 
Желтое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_61080.html,0490-K5Y-02&РОССИЯ&Желтое золото&Бриллиант&1.81 г,Бриллианты Якутии&Бриллианты Якутии
23,Золотая подвеска «Бриллианты Якутии»,Артикул: 78054,17990₽,59967₽,"Артикул: 78054;Подвеска «Бриллианты Якутии» с 11 бриллиантами, огранка круг 57 граней, 0.19 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы;Вес изделия: 0.61г;Подвеска «Бриллианты Якутии» с 11 бриллиантами, огранка круг 57 граней, 0.19 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы",,,,,https://sunlight.net//catalog/pendants_78054.html,6377-P5W-03&РОССИЯ&Белое золото&Бриллиант&0.61 г,Бриллианты Якутии&Бриллианты Якутии
24,Золотое кольцо «Бриллианты Якутии»,Артикул: 75616,69990₽,233300₽,"Артикул: 75616;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.04 карат, цвет 3, чистота 6, тип огранки А, 4 бриллиантами, огранка круг 57 граней, 0.20 карат, цвет 3, чистота 6, тип огранки А, 4 бриллиантами, огранка круг 57 граней, 0.31 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы

Бриллианты Якутии - это всемирно признанное эталонное качество бриллиантов в ювелирном мире. 
Сейчас большое количество стран занимаются добычей алмазов, но только несколько месторождений признаны исключительными с точки зрения качества сырья и, конечно, якутские алмазные месторождения в этом списке в первых строках.
Каждое украшение проходит самый строгий контроль на соответствие мировым стандартам качества: от процесса отбора камней и благородных металлов до выпуска готового изделия в свет.;Вес изделия: 3.53г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.04 карат, цвет 3, чистота 6, тип огранки А, 4 бриллиантами, огранка круг 57 граней, 0.20 карат, цвет 3, чистота 6, тип огранки А, 4 бриллиантами, огранка круг 57 граней, 0.31 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы;Бриллианты Якутии - это всемирно признанное эталонное качество бриллиантов в ювелирном мире. 
Сейчас большое количество стран занимаются добычей алмазов, но только несколько месторождений признаны исключительными с точки зрения качества сырья и, конечно, якутские алмазные месторождения в этом списке в первых строках.
Каждое украшение проходит самый строгий контроль на соответствие мировым стандартам качества: от процесса отбора камней и благородных металлов до выпуска готового изделия в свет.",,,,,https://sunlight.net//catalog/ring_75616.html,7461-K5W-01&РОССИЯ&Белое золото&Бриллиант&3.53 г,Бриллианты Якутии&Бриллианты Якутии
25,Золотое кольцо «Бриллианты Якутии»,Артикул: 57753,10990₽,36633₽,"Артикул: 57753;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Желтое золото 585 пробы;Вес изделия: 1.22г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Желтое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_57753.html,"0496-K5Y-01&РОССИЯ&Желтое золото&Бриллиант&3,5 мм&1.22 г",Бриллианты Якутии&Бриллианты Якутии
26,Золотая подвеска с бриллиантами,Артикул: 290415,9990₽,33300₽,"Артикул: 290415;Подвеска с 1 бриллиантом, огранка круг 17 граней,  карат, цвет 2, чистота 2, тип огранки Б;    
 585 пробы.;Вес изделия: 1.84г;Подвеска с 1 бриллиантом, огранка круг 17 граней,  карат, цвет 2, чистота 2, тип огранки Б;    
 585 пробы.",,,,,https://sunlight.net//catalog/pendants_290415.html,71734-P5M-01&РОССИЯ&Розовое золото&Бриллиант&1.84 г,Бриллианты Якутии&Христианство
27,Золотые серьги с топазами и бриллиантами,Артикул: 285237,16990₽,56633₽,"Артикул: 285237;Серьги с 36 бриллиантами, огранка круг 17 граней, 0.15 карат, цвет 2, чистота 2, тип огранки Б;
2 топазами синими, 0.99 карат, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 2.54г;Серьги с 36 бриллиантами, огранка круг 17 граней, 0.15 карат, цвет 2, чистота 2, тип огранки Б;
2 топазами синими, 0.99 карат, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net//catalog/earring_285237.html,71733-C5R-01&РОССИЯ&Розовое золото&Бриллиант; Топаз&2.54 г,SERGEY GRIBNYAKOV&ЗОЛОТО. ТОПАЗЫ
28,Серебряное кольцо с бриллиантами,Артикул: 108063,3190₽,10633₽,"Артикул: 108063;Кольцо с 5 бриллиантами, огранка круг 17 граней, 0.02 карат, цвет 2, чистота 3, тип огранки Б;    
Серебро 925 пробы.;Вес изделия: 0.97г;Кольцо с 5 бриллиантами, огранка круг 17 граней, 0.02 карат, цвет 2, чистота 3, тип огранки Б;    
Серебро 925 пробы.",,,,,https://sunlight.net//catalog/ring_108063.html,281852-202282&РОССИЯ&Серебро&Бриллиант&0.97 г,SERGEY GRIBNYAKOV&Драгоценные камни. Серебро
29,Золотое кольцо «Бриллианты Якутии»,Артикул: 69239,19990₽,66633₽,"Артикул: 69239;Кольцо «Бриллианты Якутии» с 5 бриллиантами, огранка круг 57 граней, 0.14 карат, цвет 4, чистота 6, тип огранки А; 
Розовое золото 585 пробы;Вес изделия: 1.15г;Кольцо «Бриллианты Якутии» с 5 бриллиантами, огранка круг 57 граней, 0.14 карат, цвет 4, чистота 6, тип огранки А; 
Розовое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_69239.html,3547-K5R-01&РОССИЯ&Розовое золото&Бриллиант&1.15 г,Бриллианты Якутии&Бриллианты Якутии
30,Золотые серьги с изумрудами и бриллиантами,Артикул: 58796,10490₽,34967₽,"Артикул: 58796;Серьги с 8 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б;
4 изумрудами, 0.07 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.

Универсальная классика. Серьги выполнены из розового золота с дорожкой из бриллиантов и изумрудов. Нежные, утонченные, подойдут не только к деловому костюму, но и дополнят образ любой модницы.;Вес изделия: 1.28г;Серьги с 8 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б;
4 изумрудами, 0.07 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.;Универсальная классика. Серьги выполнены из розового золота с дорожкой из бриллиантов и изумрудов. Нежные, утонченные, подойдут не только к деловому костюму, но и дополнят образ любой модницы.",,,,,https://sunlight.net//catalog/earring_58796.html,3385-C5R-05&РОССИЯ&Розовое золото&Бриллиант; Изумруд&1.28 г,SERGEY GRIBNYAKOV&Золото. Изумруды
31,Золотые серьги с бриллиантами,Артикул: 108791,22990₽,76633₽,"Артикул: 108791;Серьги с 56 бриллиантами, огранка круг 17 граней, 0.15 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 2.84г;Серьги с 56 бриллиантами, огранка круг 17 граней, 0.15 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net//catalog/earring_108791.html,70521-C5R-01&РОССИЯ&Розовое золото&Бриллиант&2.84 г,Бриллианты Якутии&Бриллианты. Классика
32,Золотое кольцо с изумрудами и бриллиантами,Артикул: 58795,6990₽,23300₽,"Артикул: 58795;Кольцо с 8 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б;
3 изумрудами, 0.05 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.

Универсальная классика. Кольцо выполнено из розового золота с дорожкой из бриллиантов и изумрудов. Нежное, утонченное, подойдет не только к деловому костюму, но и дополнит образ любой модницы.;Вес изделия: 0.84г;Кольцо с 8 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б;
3 изумрудами, 0.05 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.;Универсальная классика. Кольцо выполнено из розового золота с дорожкой из бриллиантов и изумрудов. Нежное, утонченное, подойдет не только к деловому костюму, но и дополнит образ любой модницы.",,,,,https://sunlight.net//catalog/ring_58795.html,3385-K5R-05&РОССИЯ&Розовое золото&Бриллиант; Изумруд&0.84 г,SERGEY GRIBNYAKOV&Золото. Изумруды
33,Золотое кольцо «Бриллианты Якутии»,Артикул: 93264,31990₽,106633₽,"Артикул: 93264;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.15 карат, цвет 3, чистота 6, тип огранки А, 20 бриллиантами, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Розовое золото 585 пробы;Вес изделия: 2.08г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.15 карат, цвет 3, чистота 6, тип огранки А, 20 бриллиантами, огранка круг 57 граней, 0.05 карат, цвет 3, чистота 6, тип огранки А; 
Розовое золото 585 пробы",,,,,https://sunlight.net//catalog/ring_93264.html,70332-K5R-01&РОССИЯ&Розовое золото&Бриллиант&2.08 г,Бриллианты Якутии&Бриллианты Якутии
